text_procesado,label
actor fantastic . make worth trip theatre .,1
"ranging funny shattering featuring year 's best acting , personal velocity gather plenty dramatic momentum .",1
"complain time seeing idea repeated film , bourne identity prof fresh take always possible .",1
recall quiet freak-outs like l'avventura repulsion .,1
"epic documentary could get , spike lee 's jim brown : american long last give subject movie worthy talent .",1
. . . story congeals feel piece star war saga falling place way make spine tingle revelation excitement .,1
great comedy filmmaker know great comedy need n't always make u laugh . tim story 's yet - 'barbershop ' show 's way .,1
movie one best example artful large format filmmaking likely see anytime soon .,1
"lends narcotizing bland ( sinister , though nearly sinister biennial disney girl movie ) machination biennial disney boy movie .",1
"well-written , nicely acted beautifully shot scored , film work several level , openly questioning social more ensnaring audience emotional pull .",1
"jason x cheesy effect hoary plot , macabre , self-deprecating sense humor make lot .",1
"[ taymor ] utilizes idea making kahlo 's art living , breathing part movie , often catapulting artist work . n't new idea . 's done never vividly much passion .",1
impressive flawed effort indicates real talent .,1
two generation within one family test boundary intelligent restrained coming-of-age drama .,1
"sound sick twisted , miracle shainberg 's film truly romance",1
disturbing brilliant documentary .,1
". . . mesmerizing , eye-opening tour modern beijing culture journey rebellion , retreat oblivion return .",1
"one best example treat subject , 're fully aware examined , much like photo n't know taken .",1
far gloss still feel director denis villeneuve 's beating heart fondness character .,1
"prove female director make movie soft edge , kathryn bigelow offer sugar-coating interlude lightness . film unrelentingly claustrophobic unpleasant .",1
[ villeneuve ] seems realize intuitively even morality reduced option ultimate mystery life death .,1
result mesmerizing -- filled menace squalor .,1
fisher bared soul confronted shortcoming way . . . feel human true life .,1
"'s fun , code-talk fly right everyone 's head",1
"bourne , jason bourne . scale building like super hero , out-stealth agent , 'll get girl . 's super spy !",1
make movie comedy way avoids serious emotion involved .,1
exhilarating experience .,1
"cuddly sequel 1999 hit little visually polished , little funnier , little madcap .",1
"pleasure super trooper may fleeting , 'll register strongly anybody still retains soft spot precollegiate humor .",1
"film exhilarating watch sandler , liberated constraint formula , reveals unexpected depth actor .",1
"distant , even sterile , yet compulsively watchable look sordid life hogan 's hero star bob crane .",1
"film delivers full assault reno 's immense wit insight , time travel back felt like unforgettably uncertain day .",1
might predictably heartwarming tale suffused complexity .,1
"sound trumpet : first time since desperately seeking susan , madonna n't suck actress .",1
"although much like first movie based j . k . rowling 's phenomenal fantasy best seller , second go-round possesses quite pleasing , headlong thrust likably delinquent attitude .",1
[ `` take care cat `` ] honestly nice little film take u examination young adult life urban south korea heart mind five principal .,1
"story move inexorably seven day timeframe , picture becomes increasingly mesmerizing .",1
maguire surprisingly effective peter/spider-man .,1
"cozy ingratiating work , 's challenging , sometimes clever , always interesting , reason enough see .",1
film run equal part innocence wisdom -- wisdom come experience . fun grown .,1
like old myth wonder tale spun afresh .,1
"rarely film come along intelligent , exuberant , moving monsoon wedding .",1
one scarcely need subtitle enjoy colorful action farce .,1
quite funny type movie . . .,1
"'s often infuriatingly glib posturing , yet made great evident care manages deliver man way arouse curiosity even unknowing viewer .",1
one [ herzog 's ] least inspired work .,1
"boisterous comedy serf cruel reminder fate hundred thousand chinese , one qualify terrible tragedy .",1
"elling really couple crazy guy , 's therapeutic laugh along .",1
never [ sink ] exploitation .,1
irresistible combination rousing good story set truly grand scale .,1
's denying physically spectacular quality film . . . emotional integrity performance .,1
film year resolute emotional nakedness .,1
"exquisitely acted masterfully preciously interwoven [ film ] address fascinating , intelligent manner intermingling race , politics local commerce .",1
"stevenson 's performance clueless fiercely committed , volatile combination .",1
fine movie -- go see .,1
"shaky plot , kaufman 's script still memorable great one-liner .",1
"despite flaw , secretary stay head make question firmly held position .",1
"one rare , exhilarating cinematic delight get even better hindsight , mull every nuance mind .",1
"everything work , average higher mary recent comedy .",1
byzantine melodrama stimulates higher brain function well libido .,1
sensitive expertly acted crowd-pleaser n't little broad comedy unabashedly sentimental tear .,1
"film 's sharp , often mischievous sense humor catch guard . . .",1
"fine documentary best : extends warm invitation unfamiliar world , illuminates fully allows larger implication journey sink unobtrusively .",1
"almost every scene film gem could stand alone , perfectly realized observation mood , behavior intent .",1
psychologically rich suspenseful moral thriller stellar performance al pacino .,1
"wo n't believe much , laugh audacity , 's casting sheer insanity .",1
"version 's classic like predecessor , pleasure still plentiful .",1
bourne identity summer screen escapism used decade geared grownup .,1
provide [ ] nail-biting suspense credible character without relying technology-of-the-moment technique pretentious dialogue .,1
"tried anything , would fail perhaps explode , level manic whimsy , right .",1
sincere exploit subject honest manipulate audience .,1
saturation bombing reggio 's image glass ' evocative music . . . ultimately leaf viewer task divining meaning .,1
serious sense purpose . . . [ ] find way lay bare tragedy setting good deal warmth humor .,1
"depressing confirmation everything u n't object description `` unelected `` suspected along : george w . bush incurious , uncharismatic , overgrown frat boy mean streak mile wide .",1
"road movie give emotional whiplash , 'll glad went along ride .",1
"sure , 's , film prof , 's always bad thing .",1
